1,0.002777,1,0
2,0.002176,2,0
3,0.001799,3,0
4,0.001838,4,0
5,0.001901,1,0
6,0.002082,2,0
7,0.002126,3,0
8,0.002186,4,0
9,0.002315,5,0
10,0.002259,1,0
11,0.002503,2,0
12,0.002503,3,0
13,0.002824,4,0
14,0.002672,5,0
15,0.002677,2,0
16,0.00289,3,0
17,0.002904,4,0
18,0.002992,5,0
19,0.003073,6,0
20,0.003159,2,0
21,0.003317,3,0
22,0.003387,4,0
23,0.003509,5,0
24,0.003532,6,0
25,0.003627,1,0
26,0.003762,2,0
27,0.00383,3,0
28,0.003845,4,0
29,0.004004,5,0
30,0.0041,2,0
31,0.004161,3,0
32,0.004268,4,0
33,0.00439,5,0
34,0.00454,6,0
35,0.004538,2,0
36,0.004697,3,0
37,0.004723,4,0
38,0.004874,5,0
39,0.00498,6,0
40,0.005026,3,0
41,0.005079,4,0
42,0.005711,5,0
43,0.005354,6,0
44,0.005495,7,0
45,0.005503,3,0
46,0.00585,4,0
47,0.005683,5,0
48,0.005818,6,0
49,0.00596,7,0
50,0.006202,1,0
51,0.006088,2,0
52,0.006176,3,0
53,0.006344,4,0
54,0.006553,5,0
55,0.006512,2,0
56,0.006657,3,0
57,0.006743,4,0
58,0.008941,5,0
59,0.006925,6,0
60,0.007061,2,0
61,0.007105,3,0
62,0.007316,4,0
63,0.007189,5,0
64,0.007419,6,0
65,0.00749,3,0
66,0.007688,4,0
67,0.007748,5,0
68,0.007772,6,0
69,0.007865,7,0
70,0.008065,3,0
71,0.00807,4,0
72,0.00818,5,0
73,0.008357,6,0
74,0.008529,7,0
75,0.008544,2,0
76,0.008644,3,0
77,0.008697,4,0
78,0.008848,5,0
79,0.008931,6,0
80,0.008976,3,0
81,0.009095,4,0
82,0.009344,5,0
83,0.009219,6,0
84,0.009424,7,0
85,0.009588,3,0
86,0.009889,4,0
87,0.009822,5,0
88,0.009802,6,0
89,0.009969,7,0
90,0.009975,4,0
91,0.010042,5,0
92,0.010158,6,0
93,0.010252,7,0
94,0.010429,8,0
95,0.010419,4,0
96,0.010648,5,0
97,0.087033,6,0
98,0.013657,7,0
99,0.011035,8,0
100,0.010944,1,0
101,0.011191,2,0
102,0.011464,3,0
103,0.011575,4,0
104,0.011513,5,0
105,0.011606,2,0
106,0.011817,3,0
107,0.011873,4,0
108,0.011924,5,0
109,0.012079,6,0
110,0.013562,2,0
111,0.012196,3,0
112,0.012404,4,0
113,0.01239,5,0
114,0.012653,6,0
115,0.01264,3,0
116,0.012938,4,0
117,0.01285,5,0
118,0.013178,6,0
119,0.013066,7,0
120,0.028771,3,0
121,0.013459,4,0
122,0.015281,5,0
123,0.013532,6,0
124,0.013709,7,0
125,0.029038,2,0
126,0.014233,3,0
127,0.014154,4,0
128,0.01421,5,0
129,0.014181,6,0
130,0.014369,3,0
131,0.014266,4,0
132,0.014624,5,0
133,0.014466,6,0
134,0.016562,7,0
135,0.014904,3,0
136,0.015026,4,0
137,0.015137,5,0
138,0.015332,6,0
139,0.015456,7,0
140,0.015443,4,0
141,0.01558,5,0
142,0.022261,6,0
143,0.015824,7,0
144,0.016022,8,0
145,0.016109,4,0
146,0.016251,5,0
147,0.016309,6,0
148,0.016344,7,0
149,0.016515,8,0
150,0.016694,2,0
151,0.016806,3,0
152,0.016805,4,0
153,0.016832,5,0
154,0.017421,6,0
155,0.017115,3,0
156,0.017249,4,0
157,0.017362,5,0
158,0.017547,6,0
159,0.017599,7,0
160,0.017703,3,0
161,0.01772,4,0
162,0.017942,5,0
163,0.017913,6,0
164,0.018027,7,0
165,0.018132,4,0
166,0.020542,5,0
167,0.0184,6,0
168,0.018352,7,0
169,0.018593,8,0
170,0.018898,4,0
171,0.018871,5,0
172,0.018854,6,0
173,0.019003,7,0
174,0.019082,8,0
175,0.019333,3,0
176,0.019404,4,0
177,0.019479,5,0
178,0.019767,6,0
179,0.019605,7,0
180,0.019705,4,0
181,0.019844,5,0
182,0.019985,6,0
183,0.019996,7,0
184,0.020232,8,0
185,0.020141,4,0
186,0.020524,5,0
187,0.020439,6,0
188,0.020614,7,0
189,0.0207,8,0
190,0.023623,5,0
191,0.020997,6,0
192,0.021059,7,0
193,0.021108,8,0
194,0.021453,9,0
195,0.021446,5,0
196,0.021759,6,0
197,0.032191,7,0
198,0.02983,8,0
199,0.019951,9,0
200,0.01975,2,0
-1, 5.75972,0 , 0
